Year,publications_count,review_publications_count,Term,general_publication,norm_publications_count,norm_review_publications_count
1929,1,0,Synthetic media,5831,17.14972,0
1929,2,0,acetylcholine,5831,34.29943,0
1929,41,0,aquaphonic agriculture,5831,703.1384,0
1929,63,0,cancer,5831,1080.43217,0
1929,3,0,cerebellum,5831,51.44915,0
1929,6,0,cholesterol,5831,102.8983,0
1929,1,0,cocaine,5831,17.14972,0
1929,1,0,display,5831,17.14972,0
1929,13,0,epinephrine,5831,222.94632,0
1929,33,0,eugenics,5831,565.94066,0
1929,1,0,glycine,5831,17.14972,0
1929,4,0,inflammatory,5831,68.59887,0
1929,12,0,influenza,5831,205.7966,0
1929,1,0,lithium,5831,17.14972,0
1929,2,0,microglia,5831,34.29943,0
1929,13,0,mouse,5831,222.94632,0
1929,1,0,multiple sclerosis,5831,17.14972,0
1929,1,0,natural medicine,5831,17.14972,0
1929,3,0,parkinson,5831,51.44915,0
1929,5,0,pituitary gland,5831,85.74859,0
1929,2,0,race,5831,34.29943,0
1929,5,0,single cell,5831,85.74859,0
1929,3,0,sleep,5831,51.44915,0
1929,1,0,thalamus,5831,17.14972,0
1929,37,0,vaccine,5831,634.53953,0
1929,37,0,viruses,5831,634.53953,0
1929,2,0,vitamin C,5831,34.29943,0
1929,5,0,vitamin D,5831,85.74859,0
1930,3,0,Active structure,5733,52.32862,0
1930,1,0,Biometrics,5733,17.44287,0
1930,1,0,Directional freezing,5733,17.44287,0
1930,46,0,Electrothermal-chemical technology,5733,802.37223,0
1930,18,0,Epidemiology,5733,313.97174,0
1930,8,0,Histamine,5733,139.543,0
1930,2,0,Ion-propelled aircraft,5733,34.88575,0
1930,1,0,Mononucleosis,5733,17.44287,0
1930,1,0,SMR,5733,17.44287,0
1930,1,0,Synthetic media,5733,17.44287,0
1930,1,0,Time crystal,5733,17.44287,0
1930,4,0,acetylcholine,5733,69.7715,0
1930,46,0,aquaphonic agriculture,5733,802.37223,0
1930,58,0,cancer,5733,1011.68673,0
1930,3,0,cerebellum,5733,52.32862,0
1930,4,0,cholesterol,5733,69.7715,0
1930,2,0,cocaine,5733,34.88575,0
1930,1,0,coral,5733,17.44287,0
1930,3,0,display,5733,52.32862,0
1930,10,0,epinephrine,5733,174.42875,0
1930,37,0,eugenics,5733,645.38636,0
1930,1,0,glutamate,5733,17.44287,0
1930,3,0,glycine,5733,52.32862,0
1930,5,0,inflammatory,5733,87.21437,0
1930,6,0,influenza,5733,104.65725,0
1930,26,0,mouse,5733,453.51474,0
1930,13,0,natural medicine,5733,226.75737,0
1930,3,0,paleocortex,5733,52.32862,0
1930,2,0,parkinson,5733,34.88575,0
1930,3,0,pituitary gland,5733,52.32862,0
1930,1,0,prosthesis,5733,17.44287,0
1930,5,0,race,5733,87.21437,0
1930,12,0,single cell,5733,209.3145,0
1930,3,0,sleep,5733,52.32862,0
1930,1,0,thalamus,5733,17.44287,0
1930,22,0,vaccine,5733,383.74324,0
1930,34,0,viruses,5733,593.05774,0
1930,2,0,vitamin C,5733,34.88575,0
1930,1,0,vitamin D,5733,17.44287,0
1931,41,0,Electrothermal-chemical technology,5608,731.09843,0
1931,12,0,Epidemiology,5608,213.98003,0
1931,1,0,FACS,5608,17.83167,0
1931,2,0,Force field,5608,35.66334,0
1931,3,0,Graphene,5608,53.49501,0
1931,4,0,Histamine,5608,71.32668,0
1931,1,0,Mononucleosis,5608,17.83167,0
1931,1,0,NGS,5608,17.83167,0
1931,1,0,SMR,5608,17.83167,0
1931,3,0,Synthetic media,5608,53.49501,0
1931,2,0,acetylcholine,5608,35.66334,0
1931,52,0,aquaphonic agriculture,5608,927.24679,0
1931,53,0,cancer,5608,945.07846,0
1931,2,0,cerebellum,5608,35.66334,0
1931,6,0,cholesterol,5608,106.99001,0
1931,1,0,cocaine,5608,17.83167,0
1931,1,0,coral,5608,17.83167,0
1931,1,0,display,5608,17.83167,0
1931,12,0,epinephrine,5608,213.98003,0
1931,50,0,eugenics,5608,891.58345,0
1931,1,0,glutamate,5608,17.83167,0
1931,2,0,glycine,5608,35.66334,0
1931,8,0,inflammatory,5608,142.65335,0
1931,14,0,influenza,5608,249.64337,0
1931,1,0,microglia,5608,17.83167,0
1931,39,0,mouse,5608,695.43509,0
1931,2,0,multiple sclerosis,5608,35.66334,0
1931,9,0,natural medicine,5608,160.48502,0
1931,2,0,paleocortex,5608,35.66334,0
1931,2,0,parkinson,5608,35.66334,0
1931,1,0,pituitary gland,5608,17.83167,0
1931,1,0,prosthesis,5608,17.83167,0
1931,5,0,race,5608,89.15835,0
1931,5,0,single cell,5608,89.15835,0
1931,3,0,sleep,5608,53.49501,0
1931,37,0,vaccine,5608,659.77175,0
1931,44,0,viruses,5608,784.59344,0
1931,2,0,vitamin C,5608,35.66334,0
1931,10,0,vitamin D,5608,178.31669,0
1932,3,0,Active structure,5671,52.90072,0
1932,1,0,Directional freezing,5671,17.63357,0
1932,41,0,Electrothermal-chemical technology,5671,722.97655,0
1932,7,0,Epidemiology,5671,123.43502,0
1932,1,0,FACS,5671,17.63357,0
1932,1,0,Graphene,5671,17.63357,0
1932,9,0,Histamine,5671,158.70217,0
1932,2,0,Ion-propelled aircraft,5671,35.26715,0
1932,1,0,Mononucleosis,5671,17.63357,0
1932,1,0,Volumetric,5671,17.63357,0
1932,2,0,acetylcholine,5671,35.26715,0
1932,50,0,aquaphonic agriculture,5671,881.67872,0
1932,54,0,cancer,5671,952.21301,0
1932,1,0,cerebellum,5671,17.63357,0
1932,10,0,cholesterol,5671,176.33574,0
1932,2,0,display,5671,35.26715,0
1932,12,0,epinephrine,5671,211.60289,0
1932,50,0,eugenics,5671,881.67872,0
1932,2,0,glycine,5671,35.26715,0
1932,1,0,homeopathy,5671,17.63357,0
1932,12,0,inflammatory,5671,211.60289,0
1932,8,0,influenza,5671,141.06859,0
1932,3,0,lipid,5671,52.90072,0
1932,33,0,mouse,5671,581.90795,0
1932,2,0,natural medicine,5671,35.26715,0
1932,1,0,paleocortex,5671,17.63357,0
1932,1,0,parkinson,5671,17.63357,0
1932,1,0,pineal gland,5671,17.63357,0
1932,4,0,pituitary gland,5671,70.5343,0
1932,4,0,race,5671,70.5343,0
1932,8,0,single cell,5671,141.06859,0
1932,1,0,sleep,5671,17.63357,0
1932,1,0,stem cells,5671,17.63357,0
1932,13,0,vaccine,5671,229.23647,0
1932,32,0,viruses,5671,564.27438,0
1932,7,0,vitamin C,5671,123.43502,0
1932,12,0,vitamin D,5671,211.60289,0
1933,49,0,Electrothermal-chemical technology,5724,856.04472,0
1933,10,0,Epidemiology,5724,174.703,0
1933,1,0,Force field,5724,17.4703,0
1933,6,0,Histamine,5724,104.8218,0
1933,1,0,Nantenna,5724,17.4703,0
1933,2,0,Volumetric,5724,34.9406,0
1933,4,0,acetylcholine,5724,69.8812,0
1933,47,0,aquaphonic agriculture,5724,821.10412,0
1933,43,0,cancer,5724,751.22292,0
1933,3,0,cerebellum,5724,52.4109,0
1933,7,0,cholesterol,5724,122.2921,0
1933,3,0,cocaine,5724,52.4109,0
1933,1,0,crypto,5724,17.4703,0
1933,1,0,display,5724,17.4703,0
1933,14,0,epinephrine,5724,244.58421,0
1933,55,0,eugenics,5724,960.86653,0
1933,1,0,hippocampus,5724,17.4703,0
1933,1,0,hypothalamus,5724,17.4703,0
1933,14,0,inflammatory,5724,244.58421,0
1933,8,0,influenza,5724,139.7624,0
1933,2,0,lateral ventricles,5724,34.9406,0
1933,2,0,lipid,5724,34.9406,0
1933,2,0,lithium,5724,34.9406,0
1933,35,0,mouse,5724,611.46052,0
1933,1,0,multiple sclerosis,5724,17.4703,0
1933,4,0,natural medicine,5724,69.8812,0
1933,3,0,paleocortex,5724,52.4109,0
1933,3,0,parkinson,5724,52.4109,0
1933,6,0,pituitary gland,5724,104.8218,0
1933,7,0,race,5724,122.2921,0
1933,6,0,single cell,5724,104.8218,0
1933,2,0,sleep,5724,34.9406,0
1933,1,0,stem cells,5724,17.4703,0
1933,2,0,thalamus,5724,34.9406,0
1933,28,0,vaccine,5724,489.16841,0
1933,32,0,viruses,5724,559.04962,0
1933,23,0,vitamin C,5724,401.81691,0
1933,10,0,vitamin D,5724,174.703,0
1934,3,0,Active structure,5607,53.50455,0
1934,1,0,Artificial brain,5607,17.83485,0
1934,1,0,BLAST,5607,17.83485,0
1934,43,0,Electrothermal-chemical technology,5607,766.89852,0
1934,14,0,Epidemiology,5607,249.68789,0
1934,3,0,FACS,5607,53.50455,0
1934,1,0,Force field,5607,17.83485,0
1934,3,0,Histamine,5607,53.50455,0
1934,1,0,Life extension,5607,17.83485,0
1934,1,0,Mononucleosis,5607,17.83485,0
1934,1,0,Synthetic media,5607,17.83485,0
1934,1,0,Time crystal,5607,17.83485,0
1934,1,0,Volumetric,5607,17.83485,0
1934,5,0,acetylcholine,5607,89.17425,0
1934,58,0,aquaphonic agriculture,5607,1034.42126,0
1934,1,0,basal ganglia,5607,17.83485,0
1934,63,0,cancer,5607,1123.59551,0
1934,2,0,cerebellum,5607,35.6697,0
1934,14,0,cholesterol,5607,249.68789,0
1934,2,0,display,5607,35.6697,0
1934,15,0,epinephrine,5607,267.52274,0
1934,47,0,eugenics,5607,838.23792,0
1934,1,0,glycine,5607,17.83485,0
1934,1,0,hypothalamus,5607,17.83485,0
1934,10,0,inflammatory,5607,178.34849,0
1934,7,0,influenza,5607,124.84395,0
1934,1,0,lateral ventricles,5607,17.83485,0
1934,2,0,lipid,5607,35.6697,0
1934,1,0,lithium,5607,17.83485,0
1934,1,0,microglia,5607,17.83485,0
1934,28,0,mouse,5607,499.37578,0
1934,1,0,multiple sclerosis,5607,17.83485,0
1934,5,0,natural medicine,5607,89.17425,0
1934,3,0,paleocortex,5607,53.50455,0
1934,2,0,parkinson,5607,35.6697,0
1934,4,0,pituitary gland,5607,71.3394,0
1934,1,0,race,5607,17.83485,0
1934,7,0,single cell,5607,124.84395,0
1934,3,0,sleep,5607,53.50455,0
1934,2,0,stem cells,5607,35.6697,0
1934,1,0,thalamus,5607,17.83485,0
1934,15,0,vaccine,5607,267.52274,0
1934,46,0,viruses,5607,820.40307,0
1934,19,0,vitamin C,5607,338.86214,0
1934,9,0,vitamin D,5607,160.51364,0
1935,1,0,Active structure,5769,17.33403,0
1935,46,0,Electrothermal-chemical technology,5769,797.36523,0
1935,20,0,Epidemiology,5769,346.68053,0
1935,1,0,Hibernation,5769,17.33403,0
1935,9,0,Histamine,5769,156.00624,0
1935,2,0,Mononucleosis,5769,34.66805,0
1935,1,0,Nantenna,5769,17.33403,0
1935,1,0,Time crystal,5769,17.33403,0
1935,6,0,acetylcholine,5769,104.00416,0
1935,60,0,aquaphonic agriculture,5769,1040.0416,0
1935,71,0,cancer,5769,1230.7159,0
1935,1,0,cerebellum,5769,17.33403,0
1935,8,0,cholesterol,5769,138.67221,0
1935,1,0,coral,5769,17.33403,0
1935,1,0,display,5769,17.33403,0
1935,13,0,epinephrine,5769,225.34235,0
1935,40,0,eugenics,5769,693.36107,0
1935,4,0,glutamate,5769,69.33611,0
1935,4,0,glycine,5769,69.33611,0
1935,1,0,hypothalamus,5769,17.33403,0
1935,6,0,inflammatory,5769,104.00416,0
1935,12,0,influenza,5769,208.00832,0
1935,2,0,lipid,5769,34.66805,0
1935,1,0,microglia,5769,17.33403,0
1935,40,0,mouse,5769,693.36107,0
1935,7,0,natural medicine,5769,121.33819,0
1935,3,0,paleocortex,5769,52.00208,0
1935,2,0,parkinson,5769,34.66805,0
1935,6,0,pituitary gland,5769,104.00416,0
1935,3,0,race,5769,52.00208,0
1935,10,0,single cell,5769,173.34027,0
1935,4,0,sleep,5769,69.33611,0
1935,1,0,stem cells,5769,17.33403,0
