Year,publications_count,review_publications_count,Term,general_publication,norm_publications_count,norm_review_publications_count
2007,596,19,Genetic engineering of organisms,188551,316.0948497,10.07684923
2008,645,14,Genetic engineering of organisms,196269,328.6306039,7.133067372
2009,666,15,Genetic engineering of organisms,203017,328.0513455,7.388543817
2010,668,9,Genetic engineering of organisms,216728,308.2204422,4.152670629
2011,805,16,Genetic engineering of organisms,232342,346.4720111,6.88640022
2012,868,11,Genetic engineering of organisms,241762,359.0307823,4.549929269
2013,868,12,Genetic engineering of organisms,248897,348.7386349,4.82127145
2014,1023,19,Genetic engineering of organisms,254553,401.8809442,7.464064458
2015,1148,24,Genetic engineering of organisms,259568,442.2733157,9.246132035
2016,1268,24,Genetic engineering of organisms,256486,494.3739619,9.357235873
2017,1292,23,Genetic engineering of organisms,258814,499.2001978,8.886690828
2018,1320,22,Genetic engineering of organisms,265322,497.5086876,8.291811459
2019,1379,22,Genetic engineering of organisms,270751,509.3240653,8.125547089
2020,1463,30,Genetic engineering of organisms,276851,528.4430976,10.83615374
2021,1512,41,Genetic engineering of organisms,267283,565.6925431,15.33954647
2022,1243,30,Genetic engineering of organisms,245193,506.9475882,12.23525957
1968,3,0,epstein-barr,36388,8.244476201,0
1969,9,0,epstein-barr,39956,22.52477725,0
1970,38,0,epstein-barr,42052,90.36431085,0
1971,44,0,epstein-barr,45217,97.3085344,0
1972,56,0,epstein-barr,48950,114.4024515,0
1973,92,0,epstein-barr,52179,176.3161425,0
1974,100,0,epstein-barr,55868,178.9933414,0
1975,168,2,epstein-barr,56626,296.6835023,3.531946456
1976,155,1,epstein-barr,56882,272.4939348,1.758025386
1977,168,0,epstein-barr,57988,289.7151135,0
1978,218,4,epstein-barr,60713,359.0664273,6.588374813
1979,204,3,epstein-barr,64078,318.3619963,4.681794063
1980,225,0,epstein-barr,65542,343.2913246,0
1981,311,1,epstein-barr,67283,462.226714,1.486259531
1982,306,2,epstein-barr,71950,425.295344,2.779708131
1983,374,1,epstein-barr,75288,496.7591117,1.328232919
1984,431,3,epstein-barr,78182,551.2777877,3.837200379
1985,469,2,epstein-barr,80753,580.7833765,2.476688173
1986,457,3,epstein-barr,82999,550.6090435,3.61450138
1987,477,7,epstein-barr,86514,551.3558499,8.091175995
1988,508,2,epstein-barr,93174,545.2164767,2.146521562
1989,603,5,epstein-barr,100244,601.5322613,4.987829696
1990,606,11,epstein-barr,105519,574.3041538,10.42466286
1991,654,9,epstein-barr,105693,618.7732395,8.515228066
1992,716,16,epstein-barr,106730,670.8516818,14.99109903
1993,745,9,epstein-barr,108658,685.6375048,8.282869186
1994,727,8,epstein-barr,111832,650.0822663,7.153587524
1995,810,16,epstein-barr,115112,703.66252,13.89950657
1996,840,17,epstein-barr,115939,724.5189281,14.66288307
1997,859,31,epstein-barr,117129,733.3794363,26.46654543
1998,872,27,epstein-barr,119923,727.1332438,22.51444677
1999,874,19,epstein-barr,122451,713.7548897,15.51641065
2000,1013,30,epstein-barr,130806,774.4293075,22.93472776
2001,1060,26,epstein-barr,138691,764.2889589,18.74671031
2002,958,16,epstein-barr,146196,655.2846863,10.94421188
2003,963,18,epstein-barr,154765,622.2337092,11.63053662
2004,1009,24,epstein-barr,160137,630.0854893,14.98716724
2005,1025,22,epstein-barr,170885,599.8185915,12.87415513
2006,1063,25,epstein-barr,180671,588.3622718,13.83730649
2007,991,19,epstein-barr,188551,525.5872416,10.07684923
2008,1012,33,epstein-barr,196269,515.61887,16.81365881
2009,1086,23,epstein-barr,203017,534.9305723,11.32910052
2010,1172,26,epstein-barr,216728,540.7699974,11.99660404
2011,1251,31,epstein-barr,232342,538.4304172,13.34240043
2012,1265,37,epstein-barr,241762,523.241866,15.30430754
2013,1325,29,epstein-barr,248897,532.3487226,11.651406
2014,1380,49,epstein-barr,254553,542.126787,19.24942939
2015,1421,51,epstein-barr,259568,547.4480676,19.64803057
2016,1293,44,epstein-barr,256486,504.1210826,17.15493243
2017,1395,37,epstein-barr,258814,538.9971176,14.2959809
2018,1389,43,epstein-barr,265322,523.5148235,16.2067224
2019,1491,49,epstein-barr,270751,550.6904868,18.09780943
2020,1620,51,epstein-barr,276851,585.1523021,18.42146136
2021,1813,51,epstein-barr,267283,678.3072623,19.08089927
2022,1685,44,epstein-barr,245193,687.2137459,17.94504737
2014,1,0,Senolytic,254553,0.392845498,0
2015,3,0,Senolytic,259568,1.155766504,0
2016,15,0,Senolytic,256486,5.84827242,0
2017,32,0,Senolytic,258814,12.36409159,0
2018,76,6,Senolytic,265322,28.64443959,2.261403125
2019,117,9,Senolytic,270751,43.21313679,3.324087446
2020,196,8,Senolytic,276851,70.79620446,2.889640998
2021,275,8,Senolytic,267283,102.887202,2.993082239
2022,324,14,Senolytic,245193,132.1408034,5.7097878
1952,3,0,gynoid,6698,44.7894894,0
1976,1,0,gynoid,56882,1.758025386,0
1978,1,0,gynoid,60713,1.647093703,0
1983,1,0,gynoid,75288,1.328232919,0
1984,1,0,gynoid,78182,1.279066793,0
1985,1,0,gynoid,80753,1.238344086,0
1987,2,0,gynoid,86514,2.31176457,0
1988,5,0,gynoid,93174,5.366303905,0
1989,5,0,gynoid,100244,4.987829696,0
1990,3,0,gynoid,105519,2.84308987,0
1991,4,0,gynoid,105693,3.784545807,0
1992,6,0,gynoid,106730,5.621662138,0
1993,4,1,gynoid,108658,3.681275194,0.920318798
1994,4,1,gynoid,111832,3.576793762,0.894198441
1995,8,0,gynoid,115112,6.949753284,0
1996,7,0,gynoid,115939,6.037657734,0
1997,8,1,gynoid,117129,6.830076241,0.85375953
1998,4,0,gynoid,119923,3.335473596,0
1999,7,0,gynoid,122451,5.716572343,0
2000,4,1,gynoid,130806,3.057963702,0.764490925
2001,6,1,gynoid,138691,4.326163918,0.72102732
2002,9,2,gynoid,146196,6.156119182,1.368026485
2003,5,0,gynoid,154765,3.230704617,0
2004,6,0,gynoid,160137,3.74679181,0
2005,3,0,gynoid,170885,1.755566609,0
2006,9,0,gynoid,180671,4.981430335,0
2007,15,1,gynoid,188551,7.95540729,0.530360486
2008,14,1,gynoid,196269,7.133067372,0.509504812
2009,11,0,gynoid,203017,5.418265465,0
2010,20,1,gynoid,216728,9.228156952,0.461407848
2011,16,0,gynoid,232342,6.88640022,0
2012,35,1,gynoid,241762,14.47704767,0.413629934
2013,41,1,gynoid,248897,16.47267745,0.401772621
2014,57,1,gynoid,254553,22.39219337,0.392845498
2015,50,0,gynoid,259568,19.26277507,0
2016,59,0,gynoid,256486,23.00320485,0
2017,55,3,gynoid,258814,21.25078242,1.159133586
2018,68,1,gynoid,265322,25.62923542,0.376900521
2019,63,2,gynoid,270751,23.26861212,0.738686099
2020,70,1,gynoid,276851,25.28435873,0.361205125
2021,70,1,gynoid,267283,26.18946959,0.37413528
2022,87,0,gynoid,245193,35.48225276,0
1970,2,0,miRNA,42052,4.756016361,0
1971,2,0,miRNA,45217,4.4231152,0
1972,1,0,miRNA,48950,2.042900919,0
1977,1,0,miRNA,57988,1.724494723,0
1979,1,0,miRNA,64078,1.560598021,0
1997,1,0,miRNA,117129,0.85375953,0
2000,2,0,miRNA,130806,1.528981851,0
2001,5,0,miRNA,138691,3.605136599,0
2002,47,0,miRNA,146196,32.1486224,0
2003,115,0,miRNA,154765,74.30620618,0
2004,225,2,miRNA,160137,140.5046929,1.248930603
2005,429,4,miRNA,170885,251.0460251,2.340755479
2006,711,13,miRNA,180671,393.5329964,7.195399372
2007,1087,18,miRNA,188551,576.5018483,9.546488748
2008,1764,26,miRNA,196269,898.7664888,13.24712512
2009,2564,44,miRNA,203017,1262.948423,21.67306186
2010,3898,62,miRNA,216728,1798.56779,28.60728655
2011,5206,78,miRNA,232342,2240.662472,33.57120107
2012,6819,106,miRNA,241762,2820.542517,43.84477296
2013,8589,143,miRNA,248897,3450.82504,57.45348477
2014,10119,164,miRNA,254553,3975.203592,64.42666164
2015,11931,186,miRNA,259568,4596.483388,71.65752327
2016,12140,195,miRNA,256486,4733.201812,76.02754146
2017,13620,219,miRNA,258814,5262.466482,84.6167518
2018,15630,246,miRNA,265322,5890.955141,92.71752814
2019,17871,222,miRNA,270751,6600.529638,81.99415699
2020,20040,263,miRNA,276851,7238.550701,94.99694782
2021,20210,346,miRNA,267283,7561.274005,129.4508068
2022,19077,315,miRNA,245193,7780.401561,128.4702255
1973,1,0,full genome sequencing,52179,1.91647981,0
1975,1,0,full genome sequencing,56626,1.765973228,0
1976,10,0,full genome sequencing,56882,17.58025386,0
1977,11,0,full genome sequencing,57988,18.96944195,0
1978,15,0,full genome sequencing,60713,24.70640555,0
1979,18,0,full genome sequencing,64078,28.09076438,0
1980,27,0,full genome sequencing,65542,41.19495896,0
1981,33,0,full genome sequencing,67283,49.04656451,0
1982,53,0,full genome sequencing,71950,73.66226546,0
1983,52,0,full genome sequencing,75288,69.06811178,0
1984,99,0,full genome sequencing,78182,126.6276125,0
1985,113,0,full genome sequencing,80753,139.9328818,0
1986,148,0,full genome sequencing,82999,178.3154014,0
1987,198,1,full genome sequencing,86514,228.8646924,1.155882285
1988,241,0,full genome sequencing,93174,258.6558482,0
1989,356,3,full genome sequencing,100244,355.1334743,2.992697817
1990,382,1,full genome sequencing,105519,362.0201101,0.947696623
1991,470,3,full genome sequencing,105693,444.6841323,2.838409355
1992,524,2,full genome sequencing,106730,490.9584934,1.873887379
1993,612,2,full genome sequencing,108658,563.2351046,1.840637597
1994,635,2,full genome sequencing,111832,567.8160097,1.788396881
1995,786,2,full genome sequencing,115112,682.8132601,1.737438321
1996,722,2,full genome sequencing,115939,622.7412691,1.725045067
1997,762,3,full genome sequencing,117129,650.5647619,2.56127859
1998,862,3,full genome sequencing,119923,718.7945598,2.501605197
1999,891,5,full genome sequencing,122451,727.637994,4.083265959
2000,1001,3,full genome sequencing,130806,765.2554164,2.293472776
2001,1045,3,full genome sequencing,138691,753.4735491,2.163081959
2002,986,6,full genome sequencing,146196,674.4370571,4.104079455
2003,1119,4,full genome sequencing,154765,723.0316932,2.584563693
2004,1251,4,full genome sequencing,160137,781.2060923,2.497861206
2005,1191,3,full genome sequencing,170885,696.9599438,1.755566609
2006,1277,7,full genome sequencing,180671,706.8096153,3.874445816
2007,1358,7,full genome sequencing,188551,720.22954,3.712523402
2008,1437,1,full genome sequencing,196269,732.1584152,0.509504812
2009,1490,0,full genome sequencing,203017,733.9286858,0
2010,1501,5,full genome sequencing,216728,692.5731793,2.307039238
2011,1668,7,full genome sequencing,232342,717.907223,3.012800096
2012,1793,7,full genome sequencing,241762,741.6384709,2.895409535
2013,1752,5,full genome sequencing,248897,703.9056316,2.008863104
2014,1852,4,full genome sequencing,254553,727.5498619,1.571381991
2015,1762,9,full genome sequencing,259568,678.8201936,3.467299513
2016,1738,13,full genome sequencing,256486,677.6198311,5.068502764
2017,1694,7,full genome sequencing,258814,654.5240984,2.704645035
2018,1736,13,full genome sequencing,265322,654.2993042,4.899706771
2019,1782,16,full genome sequencing,270751,658.1693142,5.909488792
2020,1836,6,full genome sequencing,276851,663.1726091,2.167230749
2021,1947,15,full genome sequencing,267283,728.4413898,5.612029198
2022,1732,16,full genome sequencing,245193,706.3823192,6.525471771
1951,31,0,basal ganglia,2981,1039.91949,0
1952,43,0,basal ganglia,6698,641.9826814,0
1953,34,0,basal ganglia,8102,419.6494693,0
1954,41,0,basal ganglia,8413,487.3410199,0
1955,53,0,basal ganglia,9064,584.7308032,0
1956,65,0,basal ganglia,9465,686.7406233,0
1957,66,0,basal ganglia,10057,656.2593219,0
1958,63,0,basal ganglia,9778,644.3035386,0
1959,70,0,basal ganglia,10378,674.5037579,0
1960,88,0,basal ganglia,11378,773.4223941,0
1961,110,0,basal ganglia,12059,912.1817729,0
1962,112,0,basal ganglia,8209,1364.356194,0
1963,177,0,basal ganglia,6379,2774.729581,0
1964,215,0,basal ganglia,15246,1410.205956,0
1965,201,0,basal ganglia,20298,990.2453444,0
1966,230,0,basal ganglia,27006,851.6625935,0
1967,360,0,basal ganglia,32598,1104.362231,0
1968,368,0,basal ganglia,36388,1011.322414,0
1969,379,0,basal ganglia,39956,948.5433977,0
1970,410,0,basal ganglia,42052,974.9833539,0
1971,510,0,basal ganglia,45217,1127.894376,0
1972,678,0,basal ganglia,48950,1385.086823,0
1973,721,0,basal ganglia,52179,1381.781943,0
1974,830,0,basal ganglia,55868,1485.644734,0
1975,946,3,basal ganglia,56626,1670.610674,5.297919684
1976,921,2,basal ganglia,56882,1619.14138,3.516050772
1977,970,0,basal ganglia,57988,1672.759881,0
1978,980,1,basal ganglia,60713,1614.151829,1.647093703
1979,1166,0,basal ganglia,64078,1819.657293,0
1980,1220,1,basal ganglia,65542,1861.401849,1.525739221
1981,1188,3,basal ganglia,67283,1765.676322,4.458778592
1982,1298,1,basal ganglia,71950,1804.030577,1.389854065
1983,1427,0,basal ganglia,75288,1895.388375,0
1984,1537,7,basal ganglia,78182,1965.925661,8.95346755
1985,1712,4,basal ganglia,80753,2120.045076,4.953376345
1986,1752,7,basal ganglia,82999,2110.868806,8.433836552
1987,1600,5,basal ganglia,86514,1849.411656,5.779411425
1988,1695,9,basal ganglia,93174,1819.177024,9.659347028
1989,1828,6,basal ganglia,100244,1823.550537,5.985395635
1990,2041,8,basal ganglia,105519,1934.248808,7.581572987
1991,2098,7,basal ganglia,105693,1984.994276,6.622955163
1992,2201,8,basal ganglia,106730,2062.213061,7.495549517
1993,2465,20,basal ganglia,108658,2268.585838,18.40637597
1994,2471,10,basal ganglia,111832,2209.564347,8.941984405
1995,2510,13,basal ganglia,115112,2180.485093,11.29334909
1996,2453,20,basal ganglia,115939,2115.767774,17.25045067
1997,2637,16,basal ganglia,117129,2251.363881,13.66015248
1998,2729,15,basal ganglia,119923,2275.626861,12.50802598
1999,2820,10,basal ganglia,122451,2302.962001,8.166531919
2000,3016,17,basal ganglia,130806,2305.704631,12.99634573
2001,2845,16,basal ganglia,138691,2051.322725,11.53643712
2002,2801,30,basal ganglia,146196,1915.921092,20.52039727
2003,2979,23,basal ganglia,154765,1924.853811,14.86124124
2004,3129,27,basal ganglia,160137,1953.951929,16.86056314
2005,3186,20,basal ganglia,170885,1864.411739,11.70377739
2006,3412,23,basal ganglia,180671,1888.515589,12.73032197
2007,3627,30,basal ganglia,188551,1923.617483,15.91081458
2008,3766,31,basal ganglia,196269,1918.795123,15.79464918
2009,3776,18,basal ganglia,203017,1859.942763,8.86625258
2010,3937,24,basal ganglia,216728,1816.562696,11.07378834
2011,4136,26,basal ganglia,232342,1780.134457,11.19040036
2012,4321,27,basal ganglia,241762,1787.294943,11.16800821
2013,4587,32,basal ganglia,248897,1842.931012,12.85672387
2014,4494,24,basal ganglia,254553,1765.447667,9.428291947
2015,4597,25,basal ganglia,259568,1771.01954,9.631387536
2016,4579,30,basal ganglia,256486,1785.282628,11.69654484
2017,4461,43,basal ganglia,258814,1723.631643,16.61424807
2018,4297,38,basal ganglia,265322,1619.541538,14.32221979
2019,4317,29,basal ganglia,270751,1594.453945,10.71094844
2020,4205,35,basal ganglia,276851,1518.86755,12.64217937
2021,3879,28,basal ganglia,267283,1451.27075,10.47578784
2022,3344,28,basal ganglia,245193,1363.8236,11.4195756
2008,2,0,Memristor,196269,1.019009625,0
2009,10,0,Memristor,203017,4.925695878,0
2010,10,0,Memristor,216728,4.614078476,0
2011,19,0,Memristor,232342,8.177600262,0
2012,26,1,Memristor,241762,10.75437827,0.413629934
2013,50,0,Memristor,248897,20.08863104,0
2014,75,0,Memristor,254553,29.46341233,0
2015,78,0,Memristor,259568,30.04992911,0
2016,112,0,Memristor,256486,43.66710074,0
2017,112,0,Memristor,258814,43.27432055,0
2018,121,0,Memristor,265322,45.60496303,0
2019,190,0,Memristor,270751,70.17517941,0
2020,225,0,Memristor,276851,81.27115308,0
2021,251,2,Memristor,267283,93.90795524,0.74827056
2022,295,1,Memristor,245193,120.3133858,0.407841986
1951,96,0,homeopathy,2981,3220.39584,0
1952,70,0,homeopathy,6698,1045.088086,0
1953,43,0,homeopathy,8102,530.7331523,0
1954,24,0,homeopathy,8413,285.2727921,0
1955,32,0,homeopathy,9064,353.0450132,0
1956,13,0,homeopathy,9465,137.3481247,0
1957,17,0,homeopathy,10057,169.036492,0
1958,17,0,homeopathy,9778,173.859685,0
1959,14,0,homeopathy,10378,134.9007516,0
1960,12,0,homeopathy,11378,105.4666901,0
1961,24,0,homeopathy,12059,199.0214777,0
1962,32,0,homeopathy,8209,389.8160555,0
1963,46,0,homeopathy,6379,721.1161624,0
1964,74,0,homeopathy,15246,485.3732126,0
1965,60,0,homeopathy,20298,295.5956252,0
1966,65,0,homeopathy,27006,240.6872547,0
1967,29,0,homeopathy,32598,88.96251304,0
1968,11,0,homeopathy,36388,30.22974607,0
1969,15,0,homeopathy,39956,37.54129542,0
1970,11,0,homeopathy,42052,26.15808998,0
1971,12,0,homeopathy,45217,26.5386912,0
1972,15,0,homeopathy,48950,30.64351379,0
1973,14,0,homeopathy,52179,26.83071734,0
1974,14,0,homeopathy,55868,25.0590678,0
1975,25,0,homeopathy,56626,44.1493307,0
1976,10,0,homeopathy,56882,17.58025386,0
1977,23,0,homeopathy,57988,39.66337863,0
1978,16,0,homeopathy,60713,26.35349925,0
1979,11,0,homeopathy,64078,17.16657823,0
1980,20,0,homeopathy,65542,30.51478441,0
1981,18,0,homeopathy,67283,26.75267155,0
1982,19,0,homeopathy,71950,26.40722724,0
1983,19,0,homeopathy,75288,25.23642546,0
1984,27,0,homeopathy,78182,34.53480341,0
1985,33,0,homeopathy,80753,40.86535485,0
1986,51,0,homeopathy,82999,61.44652345,0
1987,36,0,homeopathy,86514,41.61176226,0
1988,49,0,homeopathy,93174,52.58977826,0
1989,46,0,homeopathy,100244,45.8880332,0
1990,64,0,homeopathy,105519,60.65258389,0
1991,64,1,homeopathy,105693,60.55273292,0.946136452
1992,63,0,homeopathy,106730,59.02745245,0
1993,63,0,homeopathy,108658,57.9800843,0
1994,81,0,homeopathy,111832,72.43007368,0
1995,98,0,homeopathy,115112,85.13447773,0
1996,76,1,homeopathy,115939,65.55171254,0.862522533
1997,116,1,homeopathy,117129,99.03610549,0.85375953
1998,106,2,homeopathy,119923,88.39005028,1.667736798
1999,178,1,homeopathy,122451,145.3642682,0.816653192
2000,175,1,homeopathy,130806,133.785912,0.764490925
2001,145,3,homeopathy,138691,104.5489614,2.163081959
2002,168,1,homeopathy,146196,114.9142247,0.684013242
2003,193,6,homeopathy,154765,124.7051982,3.87684554
2004,198,3,homeopathy,160137,123.6441297,1.873395905
2005,239,4,homeopathy,170885,139.8601399,2.340755479
2006,228,2,homeopathy,180671,126.1962351,1.106984519
2007,187,1,homeopathy,188551,99.17741089,0.530360486
2008,170,1,homeopathy,196269,86.61581809,0.509504812
2009,179,3,homeopathy,203017,88.16995621,1.477708763
2010,193,3,homeopathy,216728,89.05171459,1.384223543
2011,213,3,homeopathy,232342,91.67520293,1.291200041
2012,195,4,homeopathy,241762,80.65783705,1.654519734
2013,189,0,homeopathy,248897,75.93502533,0
2014,185,2,homeopathy,254553,72.67641709,0.785690996
2015,217,1,homeopathy,259568,83.60044381,0.385255501
2016,198,1,homeopathy,256486,77.19719595,0.389884828
2017,162,3,homeopathy,258814,62.59321366,1.159133586
2018,170,2,homeopathy,265322,64.07308855,0.753801042
2019,152,2,homeopathy,270751,56.14014353,0.738686099
2020,159,5,homeopathy,276851,57.43161484,1.806025624
2021,219,6,homeopathy,267283,81.93562628,2.244811679
2022,207,4,homeopathy,245193,84.42329104,1.631367943
1951,23,0,pineal gland,2981,771.5531701,0
1952,21,0,pineal gland,6698,313.5264258,0
1953,31,0,pineal gland,8102,382.6215749,0
1954,38,0,pineal gland,8413,451.6819208,0
1955,29,0,pineal gland,9064,319.9470432,0
1956,30,0,pineal gland,9465,316.9572108,0
1957,35,0,pineal gland,10057,348.016307,0
1958,29,0,pineal gland,9778,296.5841685,0
1959,28,0,pineal gland,10378,269.8015032,0
1960,32,0,pineal gland,11378,281.2445069,0
1961,45,0,pineal gland,12059,373.1652708,0
1962,57,0,pineal gland,8209,694.3598489,0
1963,90,0,pineal gland,6379,1410.879448,0
1964,116,0,pineal gland,15246,760.8553063,0
1965,143,0,pineal gland,20298,704.5029067,0
1966,102,0,pineal gland,27006,377.6938458,0
1967,107,0,pineal gland,32598,328.2409964,0
1968,162,0,pineal gland,36388,445.2017149,0
1969,148,0,pineal gland,39956,370.4074482,0
1970,164,0,pineal gland,42052,389.9933416,0
1971,188,0,pineal gland,45217,415.7728288,0
1972,185,0,pineal gland,48950,377.9366701,0
1973,198,0,pineal gland,52179,379.4630024,0
1974,202,0,pineal gland,55868,361.5665497,0
1975,225,0,pineal gland,56626,397.3439763,0
1976,243,0,pineal gland,56882,427.2001688,0
1977,222,0,pineal gland,57988,382.8378285,0
1978,253,0,pineal gland,60713,416.7147069,0
1979,322,1,pineal gland,64078,502.5125628,1.560598021
1980,288,0,pineal gland,65542,439.4128955,0
1981,270,1,pineal gland,67283,401.2900733,1.486259531
1982,285,0,pineal gland,71950,396.1084086,0
1983,274,1,pineal gland,75288,363.9358198,1.328232919
1984,306,0,pineal gland,78182,391.3944386,0
1985,329,3,pineal gland,80753,407.4152044,3.715032259
1986,304,0,pineal gland,82999,366.2694731,0
1987,288,0,pineal gland,86514,332.8940981,0
1988,313,1,pineal gland,93174,335.9306244,1.073260781
1989,365,3,pineal gland,100244,364.1115678,2.992697817
1990,371,1,pineal gland,105519,351.5954473,0.947696623
1991,330,3,pineal gland,105693,312.2250291,2.838409355
1992,347,2,pineal gland,106730,325.1194603,1.873887379
1993,327,4,pineal gland,108658,300.9442471,3.681275194
1994,352,1,pineal gland,111832,314.7578511,0.894198441
1995,359,2,pineal gland,115112,311.8701786,1.737438321
1996,322,3,pineal gland,115939,277.7322558,2.5875676
1997,334,3,pineal gland,117129,285.1556831,2.56127859
1998,307,4,pineal gland,119923,255.9975985,3.335473596
1999,308,3,pineal gland,122451,251.5291831,2.449959576
2000,280,1,pineal gland,130806,214.0574591,0.764490925
2001,308,7,pineal gland,138691,222.0764145,5.047191238
2002,238,2,pineal gland,146196,162.7951517,1.368026485
2003,252,5,pineal gland,154765,162.8275127,3.230704617
2004,231,3,pineal gland,160137,144.2514847,1.873395905
2005,245,8,pineal gland,170885,143.3712731,4.681510958
2006,309,9,pineal gland,180671,171.0291082,4.981430335
2007,264,4,pineal gland,188551,140.0151683,2.121441944
2008,245,4,pineal gland,196269,124.828679,2.038019249
2009,213,1,pineal gland,203017,104.9173222,0.492569588
2010,234,2,pineal gland,216728,107.9694363,0.922815695
2011,255,3,pineal gland,232342,109.7520035,1.291200041
2012,242,4,pineal gland,241762,100.0984439,1.654519734
2013,257,4,pineal gland,248897,103.2555635,1.607090483
2014,276,5,pineal gland,254553,108.4253574,1.964227489
2015,247,6,pineal gland,259568,95.15810886,2.311533009
2016,231,7,pineal gland,256486,90.06339527,2.729193796
2017,229,2,pineal gland,258814,88.48053042,0.772755724
2018,270,6,pineal gland,265322,101.7631406,2.261403125
2019,261,4,pineal gland,270751,96.39853592,1.477372198
2020,286,3,pineal gland,276851,103.3046657,1.083615374
2021,291,2,pineal gland,267283,108.8733664,0.74827056
2022,306,7,pineal gland,245193,124.7996476,2.8548939
1971,1,0,Electronic nose,45217,2.2115576,0
1972,2,0,Electronic nose,48950,4.085801839,0
1973,1,0,Electronic nose,52179,1.91647981,0
1975,2,0,Electronic nose,56626,3.531946456,0
1978,1,0,Electronic nose,60713,1.647093703,0
1982,3,0,Electronic nose,71950,4.169562196,0
1985,3,0,Electronic nose,80753,3.715032259,0
1986,1,0,Electronic nose,82999,1.204833793,0
1987,2,0,Electronic nose,86514,2.31176457,0
1988,2,0,Electronic nose,93174,2.146521562,0
1989,8,0,Electronic nose,100244,7.980527513,0
1990,4,0,Electronic nose,105519,3.790786493,0
1991,5,0,Electronic nose,105693,4.730682259,0
1992,1,0,Electronic nose,106730,0.93694369,0
1993,2,0,Electronic nose,108658,1.840637597,0
1994,4,0,Electronic nose,111832,3.576793762,0
1995,3,0,Electronic nose,115112,2.606157481,0
1996,2,0,Electronic nose,115939,1.725045067,0
1997,10,0,Electronic nose,117129,8.537595301,0
1998,11,0,Electronic nose,119923,9.172552388,0
1999,10,0,Electronic nose,122451,8.166531919,0
2000,28,0,Electronic nose,130806,21.40574591,0
2001,17,0,Electronic nose,138691,12.25746444,0
2002,29,0,Electronic nose,146196,19.83638403,0
2003,22,1,Electronic nose,154765,14.21510031,0.646140923
2004,34,1,Electronic nose,160137,21.23182025,0.624465302
2005,44,0,Electronic nose,170885,25.74831027,0
2006,27,0,Electronic nose,180671,14.944291,0
2007,45,0,Electronic nose,188551,23.86622187,0
2008,51,0,Electronic nose,196269,25.98474543,0
2009,45,0,Electronic nose,203017,22.16563145,0
2010,58,0,Electronic nose,216728,26.76165516,0
2011,89,1,Electronic nose,232342,38.30560123,0.430400014
2012,115,0,Electronic nose,241762,47.56744236,0
2013,308,8,Electronic nose,248897,123.7459672,3.214180966
2014,724,20,Electronic nose,254553,284.4201404,7.856909956
2015,693,14,Electronic nose,259568,266.9820625,5.39357702
2016,793,10,Electronic nose,256486,309.1786686,3.89884828
2017,787,13,Electronic nose,258814,304.0793775,5.022912207
2018,836,12,Electronic nose,265322,315.0888355,4.522806251
2019,937,10,Electronic nose,270751,346.0744374,3.693430495
2020,1077,18,Electronic nose,276851,389.0179194,6.501692246
2021,1041,19,Electronic nose,267283,389.4748263,7.108570317
2022,1011,17,Electronic nose,245193,412.3282475,6.933313757
1964,5,0,Synthetic Biology,15246,32.79548734,0
1965,11,0,Synthetic Biology,20298,54.19253128,0
1966,4,0,Synthetic Biology,27006,14.81152337,0
1967,9,0,Synthetic Biology,32598,27.60905577,0
1968,7,0,Synthetic Biology,36388,19.23711114,0
1969,12,0,Synthetic Biology,39956,30.03303634,0
1970,12,0,Synthetic Biology,42052,28.53609816,0
1971,16,0,Synthetic Biology,45217,35.3849216,0
1972,17,1,Synthetic Biology,48950,34.72931563,2.042900919
1973,15,0,Synthetic Biology,52179,28.74719715,0
1974,23,0,Synthetic Biology,55868,41.16846853,0
1975,39,0,Synthetic Biology,56626,68.87295589,0
1976,49,0,Synthetic Biology,56882,86.14324391,0
1977,62,0,Synthetic Biology,57988,106.9186728,0
1978,37,1,Synthetic Biology,60713,60.94246702,1.647093703
1979,51,1,Synthetic Biology,64078,79.59049908,1.560598021
1980,70,1,Synthetic Biology,65542,106.8017454,1.525739221
1981,67,3,Synthetic Biology,67283,99.57938855,4.458778592
1982,68,0,Synthetic Biology,71950,94.51007644,0
1983,57,1,Synthetic Biology,75288,75.70927638,1.328232919
1984,67,0,Synthetic Biology,78182,85.69747512,0
1985,51,0,Synthetic Biology,80753,63.1555484,0
1986,57,1,Synthetic Biology,82999,68.67552621,1.204833793
1987,152,1,Synthetic Biology,86514,175.6941073,1.155882285
1988,326,5,Synthetic Biology,93174,349.8830146,5.366303905
1989,359,2,Synthetic Biology,100244,358.1261721,1.995131878
1990,425,2,Synthetic Biology,105519,402.7710649,1.895393247
1991,401,3,Synthetic Biology,105693,379.4007172,2.838409355
1992,438,2,Synthetic Biology,106730,410.3813361,1.873887379
1993,446,6,Synthetic Biology,108658,410.4621841,5.521912791
1994,436,2,Synthetic Biology,111832,389.8705201,1.788396881
1995,438,6,Synthetic Biology,115112,380.4989923,5.212314963
1996,449,3,Synthetic Biology,115939,387.2726175,2.5875676
1997,448,8,Synthetic Biology,117129,382.4842695,6.830076241
1998,490,4,Synthetic Biology,119923,408.5955155,3.335473596
1999,472,8,Synthetic Biology,122451,385.4603066,6.533225535
2000,518,4,Synthetic Biology,130806,396.0062994,3.057963702
2001,492,0,Synthetic Biology,138691,354.7454413,0
